compound_id,endpoint,observed,calibrated_prediction,fold,scaffold_id
OCNT-2317875,CYP3A4,3.643943628,3.7199018321920554,3,MURCKO::O=C(c1cc(C2CC2)n[nH]1)N1CCCN(Cc2ccon2)CC1
OCNT-2317878,CYP3A4,3.64998434,4.465864161039223,1,MURCKO::O=C(NCc1ncn(-c2ccccc2)n1)N1CCCC1CN1CCCCC1
OCNT-2317879,CYP3A4,2.090719552,3.8440202549973854,2,MURCKO::O=C(NCc1ccc(C(=O)N2CCNCC2)cc1)c1cccc2ccncc12
OCNT-2317881,CYP3A4,4.24943707,3.8188964058068455,4,MURCKO::O=C1CCc2cc(C(=O)Nc3ccc(C(=O)N4CCNCC4)cc3)ccc2N1
OCNT-2317894,CYP3A4,2.316499762,3.7396116179840355,1,MURCKO::O=C1CCC(C(=O)NC(c2ccccc2)C2CCOC2)N1
OCNT-2317906,CYP3A4,3.220234395,3.7029404208024426,2,MURCKO::O=C(c1cccnc1)N1CCC(Nc2ccccc2)CC1
OCNT-2317908,CYP3A4,2.242383065,4.310533143028588,1,MURCKO::O=C(CCCN1C(=O)CNC1=O)N1CCCCC1
OCNT-2317926,CYP3A4,5.273441845,4.338216046598609,3,MURCKO::O=C(NCc1cnc2sccn12)C1CCCc2ccccc21
OCNT-2317931,CYP3A4,2.376397743,3.6928930642989695,1,MURCKO::O=C(NC1CCOCC1)c1cc(-c2ccccc2)ns1
OCNT-2317936,CYP3A4,3.27675679,3.92536484676343,4,MURCKO::O=C(Nc1ncc[nH]c1=O)c1cc(C2CC2)nc2[nH]ncc12
OCNT-2317938,CYP3A4,3.763052023,3.945104318765429,1,MURCKO::O=C(c1cccs1)N1CCN(c2ccccn2)CC1
OCNT-2317941,CYP3A4,4.173690537,3.988722884477226,4,MURCKO::O=C(Cc1ccccc1)N1CCCC1Cn1ccnn1
OCNT-2317942,CYP3A4,5.197977975,4.546241079019482,2,MURCKO::O=C(NCC1(c2ccccc2)CCCO1)c1ccc2[nH]cnc2c1
OCNT-2317943,CYP3A4,5.14990793,4.172938091073664,2,MURCKO::O=C(Nc1ccccn1)N1CCCc2[nH]ncc2C1
OCNT-2317949,CYP3A4,3.78176346,3.946041846936642,4,MURCKO::O=C(NC1CCn2ccnc2C1)c1cccc(NCc2ccccn2)c1
OCNT-2317951,CYP3A4,4.825565525,4.698657786444289,4,MURCKO::c1ccc(-c2csc(N3CCCC3)n2)cc1
OCNT-2317958,CYP3A4,2.8973866,3.6892929880980425,4,MURCKO::O=C(Nc1cnn(Cc2nnc3n2CCCC3)c1)c1ccccn1
OCNT-2317959,CYP3A4,2.146971532,3.9463468052869035,3,MURCKO::c1ccc(-c2ncon2)cc1
OCNT-2317962,CYP3A4,4.557309952,4.013433111029773,2,MURCKO::O=C(Nc1ccccn1)c1ccccc1
OCNT-2317966,CYP3A4,4.724083712,4.245470017637686,3,MURCKO::O=C(Nc1nc2c(s1)CCCC2)c1cn[nH]c1-n1cccn1
OCNT-2317968,CYP3A4,2.53479593,4.006108534320843,1,MURCKO::O=C(NC1CCN(C(=O)NCc2ncno2)CC1)c1ccccc1
OCNT-2317974,CYP3A4,3.647261208,4.630704261974643,1,MURCKO::O=C(Nc1ccc2c(c1)S(=O)(=O)CC2)C1CCCN1C(=O)Cc1ccccc1
OCNT-2317979,CYP3A4,3.015870505,4.205308921002654,2,MURCKO::O=C(Nc1ccc2c(c1)OCCO2)N1CCCC2(CCOCC2)C1
OCNT-2317987,CYP3A4,4.89270878,4.687330413081725,4,MURCKO::O=C(NC1CCS(=O)(=O)c2sccc21)C1(c2ccccc2)CCC1
OCNT-2317988,CYP3A4,1.968786308,3.381961461273742,3,MURCKO::O=C(Nc1nc[nH]n1)c1ccnc2[nH]ncc12
OCNT-2317999,CYP3A4,4.630498063,4.307374895433761,2,MURCKO::O=C(Nc1cc(C(=O)N2CCC(Oc3ccccc3)CC2)ccn1)C1CC1
OCNT-2318000,CYP3A4,4.070875052,3.8158948675104156,2,MURCKO::O=C(Nc1cc[nH]n1)c1ccccc1
OCNT-2318014,CYP3A4,3.554360463,4.2092992287505515,1,MURCKO::O=C(NC1CCCC1)c1ccc(NC2CCN(c3ccn[nH]3)C2=O)cc1
OCNT-2318016,CYP3A4,2.12650598,3.9766442841624885,4,MURCKO::O=c1[nH]cccc1-c1noc(Cc2cc[nH]n2)n1
OCNT-2318020,CYP3A4,4.888316,4.116661663125259,1,MURCKO::O=C(NCc1ccc2c(c1)OCO2)NCc1nnc2n1CCCCC2
OCNT-2318023,CYP3A4,5.063002635,4.448384533744024,4,MURCKO::O=C(CCc1nccs1)N1CCC(c2ccccc2)CC1
OCNT-2318030,CYP3A4,2.522295142,3.6457834818835684,1,MURCKO::O=C(Cn1nc[nH]c1=O)Nc1ccc2c(c1)NCC2
OCNT-2318031,CYP3A4,3.04214246,3.9744753663789245,1,MURCKO::O=C(NC1CCCc2[nH]ncc21)c1ccoc1
OCNT-2318034,CYP3A4,2.30666154,3.4829497202293296,0,MURCKO::O=C(Cn1cnc2sccc2c1=O)N1CCCN(C(=O)C2CC2)CC1
OCNT-2318036,CYP3A4,4.861748142,4.6787248511048185,2,MURCKO::O=C(NC1CCN(c2ccccc2)C1)c1ccccc1
OCNT-2318042,CYP3A4,4.709805063,3.9189471315395106,0,MURCKO::c1ccc(OC2CCN(CCN3CCOCC3)CC2)nc1
OCNT-2318048,CYP3A4,4.476775887,4.2777781579164325,1,MURCKO::O=S(=O)(Nc1ccccc1)c1cnn(C2CCC2)c1
OCNT-2318059,CYP3A4,5.87509289,4.010813365226406,3,MURCKO::O=S(=O)(Nc1ccccc1)c1ccccc1
OCNT-2318060,CYP3A4,3.204665177,3.7332407819397355,1,MURCKO::O=C(CC1NCCc2ccccc21)NC1CCN(c2ccncn2)CC1
OCNT-2318067,CYP3A4,4.438221687,4.615645700736383,3,MURCKO::c1ccc(CNC2CCC23CCC3)cc1
OCNT-2318073,CYP3A4,3.659290205,4.385843724618663,2,MURCKO::O=C(COc1ccccc1)NCC1CNCCO1
OCNT-2318074,CYP3A4,4.926295198,4.600257675733347,4,MURCKO::O=C(NCc1ccccc1)N1CCC1c1ccccc1
OCNT-2318077,CYP3A4,4.124655423,4.358652798980827,0,MURCKO::O=C(CN1CCCCC1)NCc1ccccc1
OCNT-2318080,CYP3A4,4.266410545,4.4258491001175795,1,MURCKO::O=C(c1cccc(CNc2ccncn2)c1)N1CCCC1
OCNT-2318090,CYP3A4,3.903309763,4.465527260088847,2,MURCKO::c1ccc(-n2cc(CNCC3CC3)cn2)cc1
OCNT-2318114,CYP3A4,2.010743362,3.7055331089858337,1,MURCKO::O=C(NCCN1CCOCC1)c1cccnc1
OCNT-2318117,CYP3A4,5.683541407,4.461300858351456,2,MURCKO::O=C(Nc1ccccn1)C1CCCN(C(=O)C2(c3ccccc3)CC2)C1
OCNT-2318120,CYP3A4,3.850817802,4.207718318074512,3,MURCKO::O=C(Nc1cccc2[nH]ncc12)c1cccnc1
OCNT-2318123,CYP3A4,3.818094625,4.741923204772447,4,MURCKO::O=C(NCc1cn[nH]c1)N1CCC(Oc2ccncc2)C1
OCNT-2318130,CYP3A4,4.908355613,3.8815395101179,2,MURCKO::O=C(Cc1ccccc1)NCC(=O)N1CC=C(c2c[nH]c3ncccc23)CC1
OCNT-2318141,CYP3A4,4.721925465,3.818919693529505,1,MURCKO::O=C(Nc1cc(-c2ccco2)n[nH]1)c1cc(C2CC2)nc2[nH]c(=O)[nH]c(=O)c12
OCNT-2318155,CYP3A4,2.77773337,3.8652045055080593,3,MURCKO::O=S(=O)(Nc1ccccc1)c1cnn(C2CCOC2)c1
OCNT-2318157,CYP3A4,2.642457115,3.8836482750755064,4,MURCKO::O=C(NCc1ccccn1)N1CCCNCC1
OCNT-2318165,CYP3A4,5.10318846,4.482526226949245,3,MURCKO::O=C(NCCc1c[nH]c2ccccc12)C1COc2ccccc21
OCNT-2318169,CYP3A4,4.099458248,4.368630297060677,4,MURCKO::O=C(NC1CCCCC1)NC1CCN(C(=O)Cc2cnc[nH]2)CC1
OCNT-2318174,CYP3A4,3.3679012,3.6778360397665453,3,MURCKO::O=C(NCc1ncc[nH]1)c1ccc2c(=O)[nH]c(=O)[nH]c2c1
OCNT-2318175,CYP3A4,4.715317508,4.30440102935127,3,MURCKO::O=C(NCc1cc2ccccc2[nH]1)c1ccc(N2CCCCC2)cc1
OCNT-2318176,CYP3A4,4.23033225,3.8332822042870847,2,MURCKO::O=C(c1cc2ccccc2o1)N1CCCNCC1
OCNT-2318184,CYP3A4,6.284807875,4.597457713498177,1,MURCKO::O=C(NCc1cccnc1)c1cccc(NS(=O)(=O)c2ccccc2)c1
OCNT-2318186,CYP3A4,4.858766175,3.7539164616583203,0,MURCKO::O=C(NCCCc1cn[nH]c1)C1C2CCC1(c1ccn[nH]1)C2
OCNT-2318196,CYP3A4,2.077046045,4.42956332667188,1,MURCKO::O=C(C1NCCc2[nH]ncc21)N1CCc2[nH]cnc2C1
OCNT-2318197,CYP3A4,3.836082708,4.275556427279044,2,MURCKO::O=C1NCCN1c1ccc(C(=O)N2CCCC2c2ccccc2)cc1
OCNT-2318198,CYP3A4,1.941309998,3.2991806190914637,3,MURCKO::c1ccc(CCc2cn(Cc3nnco3)nn2)cc1
OCNT-2318207,CYP3A4,4.65338344,3.5552930799504856,0,MURCKO::O=C1CC(c2ccccc2)N(Cc2cnnn2-c2ccccc2)CCN1
OCNT-2318209,CYP3A4,4.391326923,4.16566419249396,1,MURCKO::O=C(Cn1ccc(NC(=O)C2(c3ccccc3)CCCCC2)n1)N1CCOCC1
OCNT-2318213,CYP3A4,4.862843715,4.579025748953045,3,MURCKO::O=C(NCc1ccc(-n2cccn2)cc1)C1CC12CCOCC2
OCNT-2318223,CYP3A4,2.392897492,3.957986020107037,4,MURCKO::c1ccc2oc(C3CCCCN3)nc2c1
OCNT-2318241,CYP3A4,3.269365642,3.9792897678524866,0,MURCKO::O=C(CCn1c(=O)[nH]c2ccccc21)NCc1ccc(C(=O)N2CCOCC2)cc1
OCNT-2318243,CYP3A4,5.172464857,3.6278415101502315,1,MURCKO::O=C(c1cnn(-c2ccccc2)n1)N1CCc2ccncc21
OCNT-2318253,CYP3A4,4.847706835,3.5592146201841026,0,MURCKO::O=C(NCc1ccccc1)NC1CC1c1ccccc1
OCNT-2318273,CYP3A4,4.6892838,3.746838519059115,4,MURCKO::O=C1CC(c2nc(-c3ccccc3)no2)CN1
OCNT-2318275,CYP3A4,5.321777715,3.7061622893656425,2,MURCKO::O=C(NC1CCCN(c2ccccc2)C1)c1ccc2nncn2c1
OCNT-2318278,CYP3A4,5.744499435,3.873857673840531,2,MURCKO::O=C(Nc1ccncn1)N1CCC(Cc2ccccc2)CC1
OCNT-2318294,CYP3A4,5.100891905,4.926230202518606,0,MURCKO::O=C(COc1ccccc1)Nc1ccc(OC2COC2)cc1
OCNT-2318300,CYP3A4,4.287314763,3.8325668178131815,2,MURCKO::O=c1cc(Cn2cc(Cc3ccccc3)nn2)nc2ccccn12
OCNT-2318308,CYP3A4,4.93556185,4.395165730931976,4,MURCKO::O=C(Nc1cc(CC2CCCCC2)n[nH]1)c1ccc2nn[nH]c2c1
OCNT-2318311,CYP3A4,4.995765805,4.647702103063532,2,MURCKO::O=C(NCC1(Cc2ccccc2)CC1)c1cnn(-c2ccccc2)c1
OCNT-2318322,CYP3A4,2.237063018,3.906014285753133,1,MURCKO::O=C(Cc1cccc2c1OCOC2)NCc1cc[nH]c(=O)c1
OCNT-2318330,CYP3A4,5.92823141,4.1082524642734235,4,MURCKO::O=S(=O)(NCc1cc(-c2ccccc2)on1)c1ccoc1
OCNT-2318347,CYP3A4,4.401026328,4.585417869210468,4,MURCKO::O=C(Cc1cn2ccccc2n1)NCC(c1ccccc1)N1CCOCC1
OCNT-2318366,CYP3A4,4.596780502,4.266921258925448,3,MURCKO::O=S(=O)(c1ccccc1)N1CCN(c2cnccn2)CC1
OCNT-2318369,CYP3A4,5.11447845,4.842982513567444,4,MURCKO::O=C(Cc1c[nH]c2cnccc12)NCCCN1CCc2ccccc2C1
OCNT-2318371,CYP3A4,4.657910682,4.013457944826983,4,MURCKO::c1ccc(NCC2CCC(c3ncn[nH]3)O2)nc1
OCNT-2318376,CYP3A4,4.823696855,4.9424041556023335,2,MURCKO::c1ccc2c(-c3nnco3)c[nH]c2c1
OCNT-2318379,CYP3A4,1.991322242,3.8010370044471813,1,MURCKO::O=C(c1cccc(Cc2ccccn2)c1)N1CCCC1
OCNT-2318388,CYP3A4,4.361907122,4.217757915028867,2,MURCKO::O=C(Nc1ccnn1C1CCC1)C1CC1c1ccccc1
OCNT-2318392,CYP3A4,5.170513438,4.219374245692316,4,MURCKO::O=C(Cc1ccccc1)Nc1cc(C2CCOCC2)[nH]n1
OCNT-2318395,CYP3A4,5.191693157,3.7287638395115326,0,MURCKO::O=C(Nc1nc2ccccc2s1)c1cc(C2CC2)[nH]n1
OCNT-2318405,CYP3A4,4.962174565,4.380984403272224,3,MURCKO::c1ccc(CNC2CCOc3ccccc32)cc1
OCNT-2318416,CYP3A4,2.79742109,4.366890315331907,0,MURCKO::O=C1COc2c(cccc2NC(=O)N2CCCC2)N1
OCNT-2318420,CYP3A4,3.286338335,4.130390639210851,2,MURCKO::O=C(NCCN1CCc2ccccc2C1)c1c[nH]nc1-c1ccn[nH]1
OCNT-2318434,CYP3A4,4.255873205,4.623811356132715,1,MURCKO::O=C(CN1CCC(c2cnc[nH]2)C1)N1CCc2ccccc2C1
OCNT-2318445,CYP3A4,2.132644417,4.280137402088512,3,MURCKO::c1ccc2c(c1)NCC21CCNCC1
OCNT-2318449,CYP3A4,2.630309202,3.801812899514131,0,MURCKO::O=C1CCC(n2cnc3ccccc3c2=O)C(=O)N1
OCNT-2318451,CYP3A4,2.2280043,4.073221776977914,1,MURCKO::O=C1CCC(N2C(=O)c3cccc(N4CCNCC4)c3C2=O)C(=O)N1
OCNT-2318460,CYP3A4,2.191148535,3.7846556872039416,1,MURCKO::O=C(c1ccc(-c2nnc[nH]2)cc1)N1CCNC(Cc2ccccc2)C1
OCNT-2318462,CYP3A4,3.292380222,4.4321800501386175,1,MURCKO::O=C1CCN(C(=O)CC2NCCc3ccccc32)c2cnccc2N1
OCNT-2318463,CYP3A4,2.704943735,3.680794640043467,4,MURCKO::O=C(Nc1c[nH]nc1-c1nccs1)N1CCCCC1
OCNT-2318467,CYP3A4,4.191771585,3.403075936227703,3,MURCKO::O=C1NCCN1c1cccc(-c2noc(Cc3ccon3)n2)c1
OCNT-2318468,CYP3A4,4.657116075,4.003532439920127,0,MURCKO::O=c1cccnn1Cc1cccc2c1CCOC2
OCNT-2318474,CYP3A4,3.700481433,4.413064849596397,4,MURCKO::O=C(c1ccc[nH]1)N1CCOCc2ccccc21
OCNT-2318484,CYP3A4,5.17531254,4.078528837323822,2,MURCKO::O=C(NCc1c[nH]c(=O)c2ccccc12)N1CC2(CC=CC2)C1c1ccccc1
OCNT-2318503,CYP3A4,3.4958544,4.282188113278315,1,MURCKO::O=C(c1ncnc2[nH]ccc12)N1CCOCC1CC1CC1
OCNT-2318522,CYP3A4,2.725709568,3.8646525811928756,2,MURCKO::O=C(CNS(=O)(=O)c1ccccc1)N1CCC(C2OCCO2)C1
OCNT-2318524,CYP3A4,3.506578353,4.453666416633622,3,MURCKO::O=C1C(N2CCN(Cc3cn[nH]c3)CC2)CCN1c1ccccc1
OCNT-2318529,CYP3A4,4.003728025,4.522053014116137,3,MURCKO::O=C(Cc1ccccc1)NC1CCN(Cc2ccccc2)C1=O
OCNT-2318530,CYP3A4,3.94903981,4.535469511110278,0,MURCKO::O=C(Nc1nc2ccccc2s1)C1CCCc2[nH]cnc21
OCNT-2318535,CYP3A4,4.830084528,3.8891741881784014,1,MURCKO::O=C(Cc1cnoc1)NC1CCOC1c1cccnc1
OCNT-2318542,CYP3A4,4.58741566,3.6934424532906114,1,MURCKO::O=C(c1ccn(C2CCCC2)n1)N1CCC(C(=O)N2CCCCC2)CC1
OCNT-2318545,CYP3A4,3.10309161,4.375825829028178,4,MURCKO::O=C(Nc1cccnc1)N1CCOc2ccccc2C1
OCNT-2318547,CYP3A4,4.632743245,4.022096181978327,1,MURCKO::c1ccc(-c2noc(CC3CC4CC4C3)n2)cc1
OCNT-2318552,CYP3A4,4.487801792,3.8903580474850847,3,MURCKO::O=C(CNS(=O)(=O)c1ccccc1)N1CCC(C2CCCO2)C1
OCNT-2318553,CYP3A4,5.727020813,4.8912699080988515,1,MURCKO::O=C(Cc1cc2ccccc2[nH]1)NC1CCCc2cccnc21
OCNT-2318555,CYP3A4,4.928054252,4.382364782677361,4,MURCKO::O=S(=O)(Nc1ccccn1)c1ccnn1C1CCC1
OCNT-2318558,CYP3A4,3.697662418,3.67864361941776,4,MURCKO::O=c1ccn2c(c1-c1noc(C3CC3c3ccc4c(c3)OCCO4)n1)CCC2
OCNT-2318561,CYP3A4,5.444706208,4.426696372429489,2,MURCKO::O=C(c1cncc(-c2ccccc2)c1)N1CCc2ccc(S(=O)(=O)N3CCCC3)cc21
OCNT-2318566,CYP3A4,4.85246666,4.055984775224403,0,MURCKO::O=C(Cc1ccccn1)Nc1n[nH]cc1C1CC1
OCNT-2318568,CYP3A4,5.493017873,4.336126353434201,3,MURCKO::O=c1c(S(=O)(=O)Nc2ccccc2)cnc2sccn12
OCNT-2318573,CYP3A4,4.522013347,3.973797212919492,1,MURCKO::O=C1COc2cccc(OCc3cc(-c4cn[nH]c4)no3)c2N1
OCNT-2318586,CYP3A4,2.26172203,4.678557135680423,3,MURCKO::O=C(NCc1ccccc1)NC1CCCS(=O)(=O)C1
OCNT-2318595,CYP3A4,3.709583042,3.241673606401416,3,MURCKO::O=C1CCCN1c1cccc(C(=O)N2CCCC2c2ccccc2)c1
OCNT-2318599,CYP3A4,2.726152313,3.59414738221182,1,MURCKO::O=S(=O)(c1cnoc1)N1CCCc2ccccc21
OCNT-2318602,CYP3A4,4.009477295,3.9233732075672085,2,MURCKO::O=C(NCC1CCCCC1)NCC1CCNCC1
OCNT-2318609,CYP3A4,2.915929035,3.979665401481313,4,MURCKO::O=C(CCc1ccccc1)N1CCC2(CC1)CNC1COCC12
OCNT-2318616,CYP3A4,5.070039073,4.082840227742738,1,MURCKO::O=C(NCCS(=O)(=O)Nc1ccccc1)Nc1ccn(-c2ccccc2)n1
OCNT-2318622,CYP3A4,5.19356833,3.9378405162840506,2,MURCKO::c1ccc(-c2coc3ccccc23)cc1
OCNT-2318635,CYP3A4,4.130032315,3.7313024570469384,2,MURCKO::c1cnn(-c2ccc(NCC3CCCC3)nn2)c1
OCNT-2318637,CYP3A4,2.77777442,4.478635112810352,4,MURCKO::O=S(=O)(c1ccc2c(c1)CCO2)N1CCC1
OCNT-2318638,CYP3A4,4.047352932,4.192715852311419,2,MURCKO::O=C(NC1CNCC1c1cnc[nH]1)c1cc[nH]c1
OCNT-2318657,CYP3A4,4.849004965,4.290860257619236,2,MURCKO::O=C(c1n[nH]c2ccccc12)N1CCCC(c2nccs2)C1
OCNT-2318670,CYP3A4,4.447054045,3.8668742268353666,4,MURCKO::O=C(NCc1cccc(-c2nn[nH]n2)c1)c1ccc[nH]1
OCNT-2328323,CYP3A4,3.788619545,4.745195225603029,2,MURCKO::c1ccccc1
OCNT-2328332,CYP3A4,2.626332057,3.439547755532317,4,MURCKO::O=C1OCc2ccccc21
OCNT-2328333,CYP3A4,3.311330967,3.855522653993491,2,MURCKO::c1ccccc1
OCNT-2328348,CYP3A4,4.544614443,3.5641038671561995,4,MURCKO::O=C(CNCCCc1ccccc1)N1CCc2ccccc2C1
OCNT-2328352,CYP3A4,3.925884955,5.043899543584737,2,MURCKO::O=c1n(CCCN2CCN(c3ccccc3)CC2)nc2ccccn12
OCNT-2328359,CYP3A4,4.502966093,4.480221105045916,0,MURCKO::O=C(CCC=CCc1ccc2c(c1)C(=O)OC2)OCCN1CCOCC1
OCNT-2328366,CYP3A4,4.718160855,3.880074730198845,4,MURCKO::O=C(COc1ccccc1)OCCn1cnc2[nH]c(=O)[nH]c(=O)c21
OCNT-2328371,CYP3A4,3.651939905,3.6275631677292477,4,MURCKO::O=C1C2=CC3C(=O)C=CCC3CC2Cc2ccccc21
OCNT-2328380,CYP3A4,3.830362768,4.251179429173266,2,MURCKO::O=C1C=C2CCC3C(=C2CC1)CCC1CCCC13
OCNT-2328398,CYP3A4,2.25078057,3.7233185082561295,2,MURCKO::c1ccccc1
OCNT-2328402,CYP3A4,5.497406215,4.391144928797328,2,MURCKO::O=C(Nc1ccccn1)c1ccc2[nH]c(CNc3ccccc3)nc2c1
OCNT-2328410,CYP3A4,2.21548035,3.6925393905640673,2,MURCKO::c1ccccc1
OCNT-2328416,CYP3A4,4.36386332,4.099748065213045,0,MURCKO::c1ccc2ncccc2c1
OCNT-2328429,CYP3A4,3.897803425,4.213805720014461,4,MURCKO::C=C1c2ccccc2C=Cc2ccccc21
OCNT-2328430,CYP3A4,2.277124133,3.1217760446478255,2,MURCKO::c1ccccc1
OCNT-2328446,CYP3A4,4.674651942,3.575919517545069,2,MURCKO::c1ccccc1
OCNT-2328455,CYP3A4,5.142915203,4.400792572814874,1,MURCKO::O=C(OCOC(=O)c1cccc2ncn(Cc3ccc(-c4ccccc4-c4nnn[nH]4)cc3)c12)OC1CCCCC1
OCNT-2328483,CYP3A4,2.034344685,3.6128273847069625,2,MURCKO::c1ccc(-c2nc3ccccc3[nH]2)cc1
OCNT-2328485,CYP3A4,2.96337939,3.5662482927718537,1,MURCKO::c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1
OCNT-2328503,CYP3A4,4.591719858,3.6557407817181584,1,MURCKO::O=C(Cc1ccccc1)OCc1ccccn1
OCNT-2328525,CYP3A4,3.71669341,3.7271389803048436,2,MURCKO::c1ccc(Nc2ncnc3cc(OC4CCOC4)ccc23)cc1
OCNT-2328540,CYP3A4,3.526193633,4.165856520887983,3,MURCKO::c1ccc(CC2CCCCC2)cc1
OCNT-2328549,CYP3A4,3.626352713,3.9479984601933342,2,MURCKO::O=C1c2ccccc2C(=O)C1c1ccccc1
OCNT-2328562,CYP3A4,2.088260505,3.629383040882925,0,ACYCLIC::93fd644bd2fdb4ba
OCNT-2328579,CYP3A4,4.0776299,3.719776030494992,2,MURCKO::c1ccccc1
OCNT-2328585,CYP3A4,2.245141247,3.9042152257632647,1,MURCKO::O=c1nc(-c2ccccc2-c2ccc(Cn3cnc4ccccc43)cc2)[nH]o1
OCNT-2328599,CYP3A4,3.604846617,3.8604204632856653,1,MURCKO::c1ccc2c(CC3=NCCN3)cccc2c1
OCNT-2328613,CYP3A4,2.451694887,3.734615151050468,4,MURCKO::O=c1[nH]c(=O)c2[nH]cnc2[nH]1
OCNT-2328630,CYP3A4,4.774971565,3.3348282916184653,2,ACYCLIC::b7e5a4372964019a
OCNT-2328675,CYP3A4,2.616801833,3.780874528624305,1,MURCKO::C1CCC2(CC1)OCCO2
OCNT-2328681,CYP3A4,4.90616783,3.69260220594669,1,MURCKO::c1ccc(-c2ccc(Cc3cccc(C4CCCCO4)c3)s2)cc1
OCNT-2328725,CYP3A4,2.113958757,3.542679706124839,2,MURCKO::O=C(Nc1ccccn1)c1ccc2[nH]c(CNc3ccccc3)nc2c1
OCNT-2328748,CYP3A4,2.627554083,3.2539905267677005,2,MURCKO::c1ccccc1
OCNT-2328752,CYP3A4,2.356967875,3.8811055633924125,2,MURCKO::c1ccccc1
OCNT-2328753,CYP3A4,2.484795243,3.7961586331427553,2,MURCKO::c1cc(Cc2ccc(OC3CCOC3)cc2)cc(C2CCCCO2)c1
OCNT-2328771,CYP3A4,4.697796678,4.828042691492329,2,MURCKO::O=C1C=C2CCC3C4CCCC4CCC3C2CC1
OCNT-2328784,CYP3A4,3.317232682,4.163065595638405,0,MURCKO::c1ccc2ccccc2c1
OCNT-2328789,CYP3A4,2.28847508,3.9717782556843066,0,MURCKO::c1ccc2ncccc2c1
OCNT-2328813,CYP3A4,4.484931598,4.159087701186788,2,MURCKO::c1ccccc1
OCNT-2328820,CYP3A4,4.591722455,4.455025948806095,2,MURCKO::c1ccccc1
OCNT-2328822,CYP3A4,3.870445152,3.672701514439271,3,MURCKO::O=[PH](COCCn1cnc2cncnc21)Oc1ccccc1
OCNT-2328829,CYP3A4,2.392591655,3.7357217210382507,3,MURCKO::c1ccc2c(c1)OCCO2
OCNT-2328840,CYP3A4,2.39320434,3.3857830306049976,2,MURCKO::c1ccccc1
OCNT-2328848,CYP3A4,2.39347503,4.48141092521999,2,MURCKO::c1ccccc1
OCNT-2328854,CYP3A4,5.001760232,4.329991012755148,3,MURCKO::O=C(Cc1cccnc1)c1cccnc1
OCNT-2328857,CYP3A4,2.10376344,3.47657727057607,2,ACYCLIC::07c3d0c59ec0ed3d
OCNT-2328869,CYP3A4,2.897205487,4.446600835523132,4,MURCKO::O=C1OCC2C(OC3CCC4OCOCC4O3)c3cc4c(cc3C(c3ccccc3)C12)OCO4
OCNT-2328870,CYP3A4,3.140214593,3.9565385943076126,0,MURCKO::c1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1
OCNT-2328890,CYP3A4,4.719345525,4.475152245608575,2,MURCKO::c1ccccc1
OCNT-2328892,CYP3A4,5.05946557,3.8786407895132538,2,MURCKO::c1ccc(Oc2ccccc2)cc1
OCNT-2328935,CYP3A4,4.822987888,3.5387964185379115,1,MURCKO::c1ncc2nc[nH]c2n1
OCNT-2328936,CYP3A4,6.24090818,4.84144634588602,1,MURCKO::c1ccc(-c2csc(CC(Cn3cncn3)c3ccccc3)n2)cc1
OCNT-2328938,CYP3A4,5.745036395,4.802982676110517,2,MURCKO::c1cncc(CN2CCC(=C3c4ccccc4CCc4cccnc43)CC2)c1
OCNT-2328941,CYP3A4,3.467287302,3.4631263728063058,2,MURCKO::c1ccccc1
OCNT-2328948,CYP3A4,4.56761854,4.011437917194764,2,MURCKO::O=C1c2ccccc2C(=O)C1c1ccccc1
OCNT-2328952,CYP3A4,4.239855262,3.2971096996824456,3,MURCKO::O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21
OCNT-2328964,CYP3A4,2.052592035,3.6077642758461153,4,MURCKO::O=c1[nH]c(=O)c2[nH]cnc2[nH]1
OCNT-2328970,CYP3A4,1.977219185,3.2733066698204576,1,ACYCLIC::ab0e363c507d08db
OCNT-2328993,CYP3A4,2.045776065,3.3127873159605477,2,MURCKO::c1ccc(Oc2ccccc2)cc1
OCNT-2328994,CYP3A4,4.34668792,3.3254483931280885,3,MURCKO::c1ccc(Nc2ccnc3ccccc23)cc1
OCNT-2328999,CYP3A4,4.32425443,4.307685468825197,3,MURCKO::C1C2CC3CC1CC(C2)C3
OCNT-2395272,CYP3A4,3.833791445,3.8664727017162446,3,MURCKO::O=C(NCC1CCCC1)c1cnn(-c2ccccc2)c1
OCNT-2395273,CYP3A4,3.939599167,3.889670486869675,1,MURCKO::O=C(NC1CCOCC1)c1ccnc(N2CCCCC2)c1
OCNT-2395274,CYP3A4,6.79743507,3.7797235161537825,4,MURCKO::O=C(c1ccccn1)N1CCN(C2CC2)c2ccccc21
OCNT-2395275,CYP3A4,5.3311479,4.382704261265596,1,MURCKO::O=C(NCCS(=O)(=O)Nc1ccccc1)Nc1ccn(-c2ccccc2)n1
OCNT-2395276,CYP3A4,4.304885555,4.3365301130310705,2,MURCKO::O=C(NCc1nc2ccccc2[nH]1)c1ccccc1
OCNT-2395277,CYP3A4,5.064258277,4.534146989920931,3,MURCKO::O=C1CC(C(=O)Nc2ccn(Cc3ccccc3)n2)CN1
OCNT-2395278,CYP3A4,2.678431218,3.874537474664961,1,MURCKO::O=C(NCc1nc2ccccc2[nH]1)C12CC(C1)C2
